NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering  IC,Application ID,Award Notice Date,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Program Official Information ,Project Start Date,Project End Date,Study Section,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Congressional District,Department,DUNS Number,FIPS,Latitude,Longitude,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,ARRA Indicator,Budget Start Date,Budget End Date,CFDA Code,Funding Mechanism,FY,Funding IC,FY Direct Costs,FY Indirect Costs,FY Total Cost by IC,FY Total Cost (Sub Projects),
No NIH Category available.,"animal care;animal colony;biomedical facility;Macaca mulatta;","CORE--THE RHESUS MACAQUE FACILITY",n/a,"NINDS","3761148","","",5P01NS032208-02,5,P01,NS,032208,02,,Unavailable,"","","",9002,"3391703","ADAMS, ROBERT J",Not Applicable,"07","Unavailable","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","Domestic Higher Education","21205-1832","UNITED STATES", ,"","","",,1994,,,,,
No NIH Category available.,"alternatives to animals in research;Amphibia;chemical structure function;divalent cations;egg /ovum;electrophysiology;laboratory rat;molecular cloning;molecular dynamics;pharmacokinetics;polymerase chain reaction;potassium channel;single cell analysis;site directed mutagenesis;tetraethylammonium compound;","STRUCTURE AND FUNCTION OF POTASSIUM CHANNELS",n/a,"NINDS","2266980","26-JAN-1994","",5R01NS028504-04,5,R01,NS,028504,04,,Unavailable,"1-FEB-1991","31-JAN-1995","Physiology Study Section (PHY) ",,"1860132","ADELMAN, JOHN P",Not Applicable,"01","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH AND SCIENCE UNIVERSITY","PORTLAND","OR","SCHOOLS OF MEDICINE","97239-3098","UNITED STATES", ,"1-FEB-1994","31-JAN-1995","",,1994,NINDS,,,219574,
No NIH Category available.,"calcium binding protein;cell biology;conformation;electrophysiology;G protein;membrane channels;molecular biology;neurons;phosphorylation;polymerase chain reaction;potassium channel;protein structure function;secretion;site directed mutagenesis;voltage gated channel;Xenopus oocyte;","CALCIUM-ACTIVATED POTASSIUM CHANNELS",n/a,"NINDS","2269820","4-MAR-1994","",1R01NS031872-01A1,1,R01,NS,031872,01,A1,Unavailable,"6-MAR-1994","28-FEB-1998","Special Emphasis Panel (PHY (Q1))",,"1860132","ADELMAN, JOHN P",Not Applicable,"01","NONE","096997515","US","45.499316","-122.688464","6297007","OREGON HEALTH AND SCIENCE UNIVERSITY","PORTLAND","OR","ORGANIZED RESEARCH UNITS","97239-3098","UNITED STATES", ,"6-MAR-1994","28-FEB-1995","",,1994,NINDS,,,250826,
No NIH Category available.,"acidity /alkalinity;brain circulation;brain disorders;brain metabolism;buffers;carbon dioxide tension;electrolyte balance;glucose metabolism;histopathology;hyponatremia;laboratory rat;membrane transport proteins;morphology;neurophysiology;nuclear magnetic resonance spectroscopy;osmotic pressure;","HYPONATREMIA EFFECT ON BRAIN PH FUNCTION MORPHOLOGY",n/a,"NINDS","2265996","15-MAR-1994","",5R01NS026610-04,5,R01,NS,026610,04,,Unavailable,"30-APR-1992","30-JUN-1995","Neurology A Study Section (NEUA) ",,"1890970","ADLER, SHELDON ",Not Applicable,"14","INTERNAL MEDICINE/MEDICINE","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-APR-1994","30-JUN-1995","",,1994,NINDS,,,242644,
No NIH Category available.,"assistive device /technology;biomaterial compatibility;biomaterial development /preparation;biomaterial evaluation;cerebral cortex;electrodes;electronic stimulator;iridium;nerve /myelin protein;nervous system disorder;nervous system prosthesis;neurons;neuropharmacology;peripheral nervous system;technology /technique development;user protection;","STIMULATION OF NERVOUS SYSTEMS FOR NEURAL PROSTHESES",n/a,"NINDS","3669197","","",N01NS022323-003,,N01,NS,,,,Unavailable,"16-JAN-1992","15-JAN-1995","",,"3440289","AGNEW, WILLIAM ",Not Applicable,"29","Unavailable","077978898","US","34.143833","-118.136949","6416301","HUNTINGTON MEDICAL RESEARCH INSTITUTES","PASADENA","","Research Institutes","91101-1830","UNITED STATES", ,"22-JUN-1994","15-JAN-1995","",R and D Contracts,1994,NINDS,,,27151,
No NIH Category available.,"","MICROSTIMULATION OF THE SACRAL SPINAL CORD",n/a,"NINDS","2321592","","",N01NS022376-002,,N01,NS,,,,Unavailable,"30-SEP-1992","29-SEP-1995","",,"6294753","AGNEW, WILLIAM F",Not Applicable,"29","Unavailable","077978898","US","34.143833","-118.136949","6416301","HUNTINGTON MEDICAL RESEARCH INSTITUTES","PASADENA","CA","Research Institutes","91101-1830","UNITED STATES", ,"14-MAR-1994","29-SEP-1995","",R and D Contracts,1994,NINDS,,,294885,
No NIH Category available.,"action potentials;alternatives to animals in research;bioenergetics;biological transport;chemical structure;conformation;electron microscopy;electrophysiology;fish electric organ;high performance liquid chromatography;ion transport;liposomes;membrane permeability;membrane potentials;membrane proteins;membrane reconstitution /synthesis;membrane structure;molecular biology;neuropharmacology;neurotoxins;osmosis;Osteichthyes;phosphorylation;protein sequence;protein structure function;saxitoxin;sodium channel;tetrodotoxin;voltage gated channel;","VOLTAGE-REGULATED NA+ CHANNEL--STRUCTURE AND MECHANISMS",n/a,"NINDS","2263306","23-NOV-1993","",5R01NS017928-13,5,R01,NS,017928,13,,Unavailable,"1-DEC-1981","30-NOV-1996","Cellular Biology and Physiology Subcommittee 2 (CBY-2) ",,"1906047","AGNEW, WILLIAM S",Not Applicable,"07","PHYSIOLOGY","001910777","US","39.329164","-76.617855","4134401","JOHNS HOPKINS UNIVERSITY","BALTIMORE","MD","SCHOOLS OF MEDICINE","21205-1832","UNITED STATES", ,"1-DEC-1993","30-NOV-1994","",,1994,NINDS,,,238476,
No NIH Category available.,"arachidonate;atrial natriuretic peptide;biological signal transduction;calcium;cyclic AMP;cyclic GMP;dopamine;gel filtration chromatography;growth hormone releasing hormone;guanylate cyclase;high performance liquid chromatography;hormone regulation /control mechanism;hypothalamic pituitary axis;hypothalamus;inositol phosphates;laboratory rat;lipid metabolism;norepinephrine;phosphatidylinositols;phospholipase A2;pituitary gland;protein kinase A;radioimmunoassay;second messengers;secretion;somatostatin;somatotropin;stimulus /response;thin layer chromatography;tissue /cell culture;","MECHANISMS OF HYPOTHALAMIC RELEASE OF SRIF AND GRF",n/a,"NINDS","2266133","19-APR-1994","",5R29NS026821-04,5,R29,NS,026821,04,,Unavailable,"1-MAY-1991","30-APR-1996","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1881238","AGUILA, M CECILIA",Not Applicable,"30","PHYSIOLOGY","800771545","US","32.814772","-96.841146","578404","UNIVERSITY OF TEXAS SW MED CTR/DALLAS","DALLAS","TX","SCHOOLS OF MEDICINE","75390-9105","UNITED STATES", ,"1-MAY-1994","30-APR-1995","",,1994,NINDS,,,107400,
No NIH Category available.,"B lymphocyte;biological models;cell type;cellular immunity;embryo /fetus tissue /cell culture;fibroblasts;flow cytometry;genetic strain;glycoproteins;histoplasmosis;host organism interaction;immunosuppression;laboratory mouse;lymphocytic choriomeningitis virus;macrophage;neurons;opportunistic infections;point mutation;posttranslational modifications;protein sequence;proteolysis;T lymphocyte;tissue /cell culture;virulence;virus genetics;virus infection mechanism;virus protein;","VIRAL PERSISTENCE--GENETIC AND IMMUNOLOGICAL STUDIES",n/a,"NINDS","2264192","18-APR-1994","",5R01NS021496-10,5,R01,NS,021496,10,,Unavailable,"1-MAY-1985","30-APR-1998","Experimental Virology Study Section (EVR) ",,"1869189","AHMED, RAFI ",Not Applicable,"30","MICROBIOLOGY/IMMUN/VIROLOGY","092530369","US","34.104809","-118.41105","577505","UNIVERSITY OF CALIFORNIA LOS ANGELES","LOS ANGELES","CA","SCHOOLS OF MEDICINE","90095-2000","UNITED STATES", ,"1-MAY-1994","30-APR-1995","",,1994,NINDS,,,202379,
No NIH Category available.,"animal tissue;arachidonate;calcium flux;cerebral cortex;chickens;dithiol;dizocilpine;electrophysiology;fluorescence microscopy;free radical oxygen;laboratory rat;molecular site;neuroprotectants;neurotoxins;NMDA receptors;oxidation reduction reaction;prosencephalon;protein structure function;quinones;receptor binding;sulfhydryl reagents;superoxides;tissue /cell culture;voltage /patch clamp;xanthine oxidase;xanthines;","REDOX MODULATION OF NMDA RECEPTORS",n/a,"NINDS","2267552","15-MAR-1994","",5R01NS029365-04,5,R01,NS,029365,04,,Unavailable,"1-APR-1991","31-MAR-1995","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1901395","AIZENMAN, ELIAS ",Not Applicable,"14","PHYSIOLOGY","004514360","US","40.444001","-79.956102","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PITTSBURGH","PA","SCHOOLS OF MEDICINE","15213-2303","UNITED STATES", ,"1-APR-1994","31-MAR-1995","",,1994,NINDS,,,137666,
No NIH Category available.,"animal genetic material tag;anions;biological signal transduction;cysteine;GABA receptor;gamma aminobutyrate;gene mutation;ion transport;neural conduction;protein sequence;protein structure function;site directed mutagenesis;sulfhydryl reagents;transfection;voltage /patch clamp;Xenopus;Xenopus oocyte;","STRUCTURE OF GABA-A RECEPTOR ANION-SELECTIVE CHANNEL",n/a,"NINDS","2268779","2-MAR-1994","",1R01NS030808-01A2,1,R01,NS,030808,01,A2,Unavailable,"5-MAR-1994","28-FEB-1998","Neurological Sciences Subcommittee 1 (NLS-1) ",,"1859306","AKABAS, MYLES H",Not Applicable,"15","INTERNAL MEDICINE/MEDICINE","049179401","US","40.818766","-73.959562","1833202","COLUMBIA UNIV NEW YORK MORNINGSIDE","NEW YORK","NY","SCHOOLS OF MEDICINE","10027-7922","UNITED STATES", ,"5-MAR-1994","28-FEB-1995","",,1994,NINDS,,,211343,
No NIH Category available.,"","INTERACTION OF NEUROPEPTIDES COLOCALIZED IN SCN NEURONS",n/a,"NINDS","2268111","22-AUG-1994","",3R01NS030022-03S1,3,R01,NS,030022,03,S1,Unavailable,"1-AUG-1992","31-JUL-1996","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1901366","ALBERS, ELLIOTT H",Not Applicable,"05","BIOLOGY","837322494","US","33.762977","-84.42296","676604","GEORGIA STATE UNIVERSITY","ATLANTA","GA","SCHOOLS OF ARTS AND SCIENCES","30302-3999","UNITED STATES", ,"1-AUG-1994","31-JUL-1995","",,1994,NINDS,,,16589,
No NIH Category available.,"afferent nerve;circadian rhythms;gastrins;gene expression;hamsters;histidine;in situ hybridization;inhibitor /antagonist;isoleucine;laboratory rat;messenger RNA;microinjections;neurochemistry;neuropeptide receptor;neurotransmitter biosynthesis;neurotransmitter metabolism;photochemistry;radioimmunoassay;suprachiasmatic nucleus;vasoactive intestinal peptide;","INTERACTION OF NEUROPEPTIDES COLOCALIZED IN SCN NEURONS",n/a,"NINDS","2268110","29-JUL-1994","",5R01NS030022-03,5,R01,NS,030022,03,,Unavailable,"1-AUG-1992","31-JUL-1996","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1901366","ALBERS, ELLIOTT H",Not Applicable,"05","BIOLOGY","837322494","US","33.762977","-84.42296","676604","GEORGIA STATE UNIVERSITY","ATLANTA","GA","SCHOOLS OF ARTS AND SCIENCES","30302-3999","UNITED STATES", ,"1-AUG-1994","31-JUL-1995","",,1994,NINDS,,,145423,
No NIH Category available.,"enzyme activity;enzyme mechanism;enzyme structure;ion transport;mass spectrometry;neurochemistry;phosphorylation;posttranslational modifications;protein structure function;sodium channel;sodium potassium exchanging ATPase;","ENZYMOLOGICAL ASPECTS OF NEURAL FUNCTION",n/a,"NINDS","3760197","","",1Z01NS000813-33,1,Z01,NS,000813,33,,Unavailable,"","","",,"3378375","ALBERS, R WAYNE",Not Applicable,n/a,"Unavailable","","","","","","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","","Unavailable","","", ,"","","",Intramural Research,1994,,,,,
No NIH Category available.,"arousal;autonomic reflex;awareness;behavior;brain injury;cerebral ischemia /hypoxia;circadian rhythms;cognition;coma;consciousness;electroencephalography;evoked potentials;human subject;muscle tone;neural information processing;neuroanatomy;polygraphy;sleep;stimulus /response;wakefulness;","COGNITIVE PROCESSING DURING STATES OF CONSCIOUSNESS",n/a,"NINDS","2259808","20-SEP-1994","",1K08NS001715-01,1,K08,NS,001715,01,,Unavailable,"30-SEP-1994","29-SEP-1999","NST-2 Subcommittee (NST) ",,"1882603","ALBERT, KATHERINE A",Not Applicable,"14","NEUROLOGY","060217502","US","40.76491","-73.955055","1514803","WEILL MEDICAL COLLEGE OF CORNELL UNIV","NEW YORK","NY","SCHOOLS OF MEDICINE","10065-4805","UNITED STATES", ,"30-SEP-1994","29-SEP-1995","",,1994,NINDS,,,82080,
No NIH Category available.,"acridines;central nervous system;Cyanophyta;developmental neurobiology;electrophysiology;fluorescent dye /probe;inhibitor /antagonist;long term potentiation;membrane channels;neurons;neuropharmacology;neurotoxins;nicotinic receptors;NMDA receptors;perfusion;peripheral nervous system;protein structure;protein structure function;receptor binding;synapses;tissue /cell culture;voltage /patch clamp;","ANATOXIN AND ITS ANALOGS AS NEUROTRANSMITTERS",n/a,"NINDS","2265516","4-APR-1994","",5R01NS025296-07,5,R01,NS,025296,07,,Unavailable,"1-JUL-1987","31-MAR-1998","Special Emphasis Panel (NLS (S3)-1)",,"1859854","ALBUQUERQUE, EDSON X.",Not Applicable,"07","PHARMACOLOGY","188435911","US","39.291412","-76.624753","820104","UNIVERSITY OF MARYLAND BALTIMORE","BALTIMORE","MD","SCHOOLS OF MEDICINE","21201-1508","UNITED STATES", ,"7-APR-1994","31-MAR-1995","",,1994,NINDS,,,209790,
No NIH Category available.,"alternatives to animals in research;chimeric proteins;conformation;Drosophilidae;gene mutation;ion transport;membrane channels;membrane proteins;molecular cloning;phosphorylation;potassium channel;protein sequence;protein structure function;site directed mutagenesis;tissue /cell culture;voltage gated channel;Xenopus;Xenopus oocyte;","GATING OF ION CHANNELS IN EXCITABLE CELLS",n/a,"NINDS","2264770","7-JUN-1994","",5R01NS023294-10,5,R01,NS,023294,10,,Unavailable,"1-JUL-1992","30-JUN-1999","Special Emphasis Panel (GMB (M2))",,"8829044","ALDRICH, RICHARD ",Not Applicable,"14","BIOLOGY","009214214","US","37.429038","-122.178178","8046501","STANFORD UNIVERSITY","STANFORD","CA","SCHOOLS OF MEDICINE","94304-1222","UNITED STATES", ,"1-JUL-1994","30-JUN-1995","",,1994,NINDS,,,179161,
No NIH Category available.,"basal ganglia;caudate nucleus;corpus striatum;electromyography;histology;lenticular nucleus;limb movement;Macaca mulatta;motion perception;motor cortex;neural information processing;neuroanatomy;neuromuscular system;oculomotor nuclei;putamen;single cell analysis;thalamocortical tract;visual tracking;","MOTOR AND COMPLEX FUNCTIONS OF BASAL GANGLIA AND CORTEX",n/a,"NINDS","2263248","24-JUN-1994","",5R01NS017678-14,5,R01,NS,017678,14,,Unavailable,"1-JUL-1990","30-JUN-1995","Neurology B Subcommittee 1 (NEUB-1) ",,"1892873","ALEXANDER, GARRETT E",Not Applicable,"04","NEUROLOGY","066469933","US","33.762977","-84.42296","2384501","EMORY UNIVERSITY","ATLANTA","GA","SCHOOLS OF MEDICINE","30322-4250","UNITED STATES", ,"1-JUL-1994","30-JUN-1995","",,1994,NINDS,,,250688,
No NIH Category available.,"biomedical facility;brain imaging /visualization /scanning;computed axial tomography;human subject;magnetic resonance imaging;memory disorders;mental disorder diagnosis;neuroanatomy;neuropsychological tests;","CORE--CLINICAL",n/a,"NINDS","3760880","","",5P50NS026985-06,5,P50,NS,026985,06,,Unavailable,"","","",9001,"3353757","ALEXANDER, MICHAEL ",Not Applicable,"08","Unavailable","604483045","US","42.336234","-71.070647","894901","BOSTON UNIVERSITY MEDICAL CAMPUS","BOSTON","MA","Domestic Higher Education","02118-2841","UNITED STATES", ,"","","",,1994,,,,,
No NIH Category available.,"Agnatha;alternatives to animals in research;calcium channel;calcium flux;electrophysiology;GABA receptor;glutamate receptor;neural inhibition;neural transmission;neuromuscular function;neurophysiology;neurotransmitter transport;receptor expression;spinal cord;synapses;","CELLULAR MECHANISMS OF PRESYNAPTIC INHIBITION",n/a,"NINDS","2269664","25-JUL-1994","",1R01NS031713-01A2,1,R01,NS,031713,01,A2,Unavailable,"1-AUG-1994","31-JUL-1997","Special Emphasis Panel (ZRG1-NLS-1 (01)S)",,"1861783","ALFORD, SIMON T",Not Applicable,"07","PHYSIOLOGY","005436803","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY","CHICAGO","IL","SCHOOLS OF DENTISTRY","60611-3152","UNITED STATES", ,"1-AUG-1994","31-JUL-1995","",,1994,NINDS,,,105050,
No NIH Category available.,"Agnatha;axon;calcium flux;calcium indicator;confocal scanning microscopy;cyclic AMP;cyclic GMP;dendrites;enzyme inhibitors;flash photolysis;glutamate receptor;learning;long term potentiation;memory;microelectrodes;microinjections;microspectrophotometry;nerve endings;neural plasticity;neuronal transport;reticulospinal tract;second messengers;soma;synapses;","PRE AND POSTSYNAPTIC CELLULAR MECHANISMS OF LTP",n/a,"NINDS","2270095","18-APR-1994","",1R01NS032114-01A1,1,R01,NS,032114,01,A1,Unavailable,"1-MAY-1994","30-APR-1998","Neurology B Subcommittee 1 (NEUB-1) ",,"1861783","ALFORD, SIMON T",Not Applicable,"07","PHYSIOLOGY","005436803","US","41.896017","-87.616602","6144650","NORTHWESTERN UNIVERSITY","CHICAGO","IL","SCHOOLS OF DENTISTRY","60611-3152","UNITED STATES", ,"1-MAY-1994","30-APR-1995","",,1994,NINDS,,,89327,
No NIH Category available.,"adenosine triphosphate;brain electrical activity;calcium channel;calcium flux;enzyme activity;excitatory aminoacid;flash photolysis;glutamates;guanosine triphosphate;guinea pigs;hippocampus;laboratory rat;neurons;NMDA receptors;phosphatase inhibitor;phosphatidylinositols;phosphoprotein phosphatase;protein kinase C;second messengers;tissue /cell culture;voltage /patch clamp;voltage gated channel;","ELECTROPHYSIOLOGY OF THE PI-PKC SYSTEM IN HIPPOCAMPUS",n/a,"NINDS","2264347","26-MAR-1994","",5R01NS022010-10,5,R01,NS,022010,10,,Unavailable,"1-APR-1985","31-MAR-1997","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1862633","ALGER, BRADLEY E",Not Applicable,"07","PHYSIOLOGY","188435911","US","39.291412","-76.624753","820104","UNIVERSITY OF MARYLAND BALTIMORE","BALTIMORE","MD","SCHOOLS OF MEDICINE","21201-1508","UNITED STATES", ,"1-APR-1994","31-MAR-1995","",,1994,NINDS,,,158564,
No NIH Category available.,"calcium;calcium channel;calcium flux;calmodulin dependent protein kinase;electrophysiology;GABA receptor;gamma aminobutyrate;guinea pigs;hippocampus;laboratory rat;membrane potentials;microelectrodes;nontherapeutic iontophoresis;phosphorylation;protein kinase A;protein kinase C;pyramidal cells;receptor sensitivity;sodium;synapses;transport proteins;voltage /patch clamp;voltage gated channel;","REGULATION OF INHIBITION IN HIPPOCAMPUS",n/a,"NINDS","2268290","31-AUG-1994","",5R01NS030219-04,5,R01,NS,030219,04,,Unavailable,"30-SEP-1991","30-NOV-1995","Neurological Sciences Subcommittee 2 (NLS-2) ",,"1862633","ALGER, BRADLEY E",Not Applicable,"07","PHYSIOLOGY","188435911","US","39.291412","-76.624753","820104","UNIVERSITY OF MARYLAND BALTIMORE","BALTIMORE","MD","SCHOOLS OF MEDICINE","21201-1508","UNITED STATES", ,"30-SEP-1994","30-NOV-1995","",Research Projects,1994,NINDS,,,145463,
